"X1","店名","地址","店名是否包含搜索关键词","区县镇"
"深圳市盒马鲜生","盒马鲜生(皇庭广场店)","深圳市福田区福华三路118号皇庭广场B1",1,"深圳福田区"
"深圳市盒马鲜生","盒马鲜生(花好园店)","深圳市福田区沙头街道滨河大道9299号花好园2层201号",1,"深圳福田区"
"深圳市盒马鲜生","盒马鲜生(水贝IBC MALL店)","深圳市罗湖区布心路3008号IBC环球商务中心B1层",1,"深圳罗湖区"
"深圳市盒马鲜生","盒马鲜生(红宝店)","深圳市罗湖区桂圆街道宝安南路2139号日豪名园裙楼1-2层",1,"深圳罗湖区"
"深圳市盒马鲜生","盒马鲜生(益田岁宝店)","深圳市福田区福强路3017号益田岁宝广场1层",1,"深圳福田区"
"深圳市盒马鲜生","盒马鲜生(荟悦城店)","广东省深圳市宝安区新安四路荟悦城生活广场一层",1,"深圳宝安区"
"深圳市盒马鲜生","盒马鲜生(锦荟店)","广东省深圳市龙岗区横岗街道龙岗大道1018号锦荟广场1层",1,"深圳龙岗区"
"深圳市盒马鲜生","盒马鲜生(莲塘聚福岁宝店)","深圳市罗湖区聚福路与聚宝路交汇处聚福盒马里2层",1,"深圳罗湖区"
"深圳市盒马鲜生","盒马鲜生(南山信和广场店)","深圳市南山区南海大道2088号信和购物广场B1层",1,"深圳南山区"
"深圳市盒马鲜生","盒马鲜生(香悦里店)","广东省深圳市南山区招商东路与后海滨路交叉口恒裕滨城二期香悦里B1层",1,"深圳南山区"
"深圳市盒马鲜生","盒马鲜生(志健广场店)","龙岗区茂盛路1号志健时代广场2层",1,"深圳龙岗区"
"深圳市盒马鲜生","盒马鲜生(南山水湾1979店)","深圳市南山区荔园路水湾壹玖柒玖广场一期B1层",1,"深圳南山区"
"深圳市盒马鲜生","盒马鲜生客服中心(益田假日天地店)","深圳市宝安区永泰西路与广深公路交叉路口往西南约50米(怀德公元)",1,"深圳宝安区"
"深圳市盒马鲜生","盒马鲜生(福永益田店)","深圳市宝安区广深路福永段77号益田假日天地B1层",1,"深圳宝安区"
"深圳市盒马鲜生","盒马鲜生(龙翔岁宝店)","广东省深圳市龙岗区龙翔大道6045号岁宝百货2层",1,"深圳龙岗区"
"深圳市盒马鲜生","盒马鲜生(欢乐时光店)","广东省深圳市南山区侨香路天鹅湖花园三期OCT PARK B1层",1,"深圳南山区"
"深圳市盒马鲜生","盒马鲜生(宝树台店)","广东省深圳市福田区燕南路31号",1,"深圳福田区"
"深圳市盒马鲜生","盒马鲜生配送区","深圳市福田区福强路(益田大厦)",1,"深圳福田区"
"深圳市盒马鲜生","盒马鲜生(翰邻城店)","广东省深圳市龙岗区龙城街道回龙埔社区龙平西路28-2号",1,"深圳龙岗区"
"深圳市盒马鲜生","盒马鲜生(宝石南路店)",NA,1,NA
"深圳市盒马鲜生","盒马鲜生(红山6979店)","广东省深圳市龙华区民治街道大岭社区红山6979二期7栋B135号",1,"深圳龙华区"
"深圳市盒马鲜生","盒马鲜生收货入口","广东省深圳市宝安区锦花路",1,"深圳宝安区"
"深圳市盒马鲜生","盒马里岁宝(莲塘店)","深圳市罗湖区莲塘路168号",1,"深圳罗湖区"
"深圳市盒马鲜生","盒马鲜生民治店收货口","深圳市龙华区新牛路与民治大道交叉路口往南约50米(牛栏前大厦)",1,"深圳龙华区"
"深圳市盒马鲜生","盒马鲜生深圳加工中心","龙岗区环山路34号",1,"深圳龙岗区"
"深圳市盒马鲜生","盒马鲜美生活","深圳市南山区一甲东街与南头文化街交叉路口往东约200米(南山豪庭)",1,"深圳南山区"
"深圳市盒马鲜生","盒马生鲜","广东省深圳市福田区香蜜湖街道益华大厦",1,"深圳福田区"
"深圳市盒马鲜生","盒马鲜生-收货通道","广东省深圳市南山区招商东路B1层",1,"深圳南山区"
"深圳市朴朴超市","朴朴超市","深圳市福田区华阳街与华发南路交叉路口往西约50米(鹏福楼)",1,"深圳福田区"
"深圳市朴朴超市","朴朴超市","福田街道福华三路恒运豪庭朴朴超市",1,"深圳福田区"
"深圳市朴朴超市","朴朴超市","广东省深圳市罗湖区红岗路1188号君帆星商务宾馆2层",1,"深圳罗湖区"
"深圳市朴朴超市","朴朴超市","广东省深圳市福田区八卦二路四栋3-5层",1,"深圳福田区"
"深圳市朴朴超市","朴朴超市","广东省深圳市福田区华发北路75",1,"深圳福田区"
"深圳市朴朴超市","朴朴超市","广东省深圳市福田区凯丰路6号",1,"深圳福田区"
"深圳市朴朴超市","朴朴超市","广东省深圳市南山区龙井村路",1,"深圳南山区"
"深圳市朴朴超市","朴朴超市","广东省深圳市南山区龙珠大道355号",1,"深圳南山区"
"深圳市朴朴超市","朴朴超市","莲塘街道罗湖区国威路6号莲塘投资大厦",1,"深圳罗湖区"
"深圳市朴朴超市","域朴朴超市","广东省深圳市宝安区沙井街道沙茔三路西二巷兴达商务大厦朴n朴超市",1,"深圳宝安区"
"深圳市朴朴超市","朴朴超市深圳市朴朴网络科技有限公司","广东省深圳市宝安区西乡大道３４１号国汇通商务大厦",1,"深圳宝安区"
"深圳市朴朴超市","朴朴超市","广东省深圳市福田区泰然五路F4-8栋",1,"深圳福田区"
"深圳市朴朴超市","朴朴超市(佳嘉豪商务分店)","广东省深圳市南山区南头街道佳嘉豪商务大厦",1,"深圳南山区"
"深圳市朴朴超市","朴朴超市公司","广东省深圳市福田区南园街道红岭大厦红岭大厦5栋朴朴超市公司",1,"深圳福田区"
"深圳市朴朴超市","朴朴超市","广东省深圳市福田区沙嘴路53号",1,"深圳福田区"
"深圳市美团买菜","美团买菜(安乐站)","广东省深圳市宝安区甲岸路18-18",1,"深圳宝安区"
"深圳市美团买菜","美团买菜(桂园站)","桂园路46-2号",1,NA
"深圳市美团买菜","美团买菜","广东省深圳市罗湖区聚宝路173-6",1,"深圳罗湖区"
"深圳市美团买菜","美团买菜(前海站)","深圳市南山区前海路以东心语家园商铺一楼",1,"深圳南山区"
"深圳市美团买菜","美团买菜","新安街道71区留仙三路翻身综合楼一楼",1,NA
"深圳市美团买菜","美团买菜","布吉路英达花园裙楼一层16号",1,NA
"深圳市美团买菜","美团买菜(粤海站)","深圳市南山区琼宇路5号51大厦(51大厦)",1,"深圳南山区"
"深圳市美团买菜","美团买菜","广东省深圳市龙岗区碧新路2152",1,"深圳龙岗区"
"深圳市美团买菜","美团买菜","深圳市宝安区航城大道与州航路交叉路口往西南约100米(光电研发大厦西南侧)",1,"深圳宝安区"
"深圳市美团买菜","美团买菜","太子工业大厦",1,NA
"深圳市美团买菜","美团买菜","深圳市龙岗区南坑路(坂田街道南坑第一工业区)",1,"深圳龙岗区"
"深圳市美团买菜","美团买菜","金田路2022号华轩大厦一层",1,NA
"深圳市美团买菜","美团买菜","深圳市龙岗区五和大道与雅园路交叉路口北侧(金方华电商产业园)",1,"深圳龙岗区"
"深圳市美团买菜","美团买菜","广东省深圳市龙华区宝志工业路13东南60米",1,"深圳龙华区"
"深圳市美团买菜","美团买菜","崇光路与新沙路交叉口亿康广场",1,NA
"深圳市美团买菜","美团买菜","建达工业区新安三路118号",1,NA
"深圳市美团买菜","美团买菜","横岗街道茂盛村福安街16号",1,NA
"深圳市美团买菜","美团买菜","深圳市龙岗区吉祥路与龙平西路交叉路口往东北约50米(紫悦龙庭)",1,"深圳龙岗区"
"深圳市美团买菜","美团买菜","建新村龙翔大道A1号楼新丰路北(商洲创意园)",1,"韶关新丰县"
"深圳市美团买菜","美团买菜","广东省深圳市龙华区民治街道上芬社区西头工业区3号101室",1,"深圳龙华区"
"深圳市美团买菜","美团买菜","广东省深圳市南山区蛇口新街22-11",1,"深圳南山区"
"深圳市美团买菜","美团买菜","龙城路6号",1,NA
"深圳市美团买菜","美团买菜","松岗街道勋业街14-1室",1,NA
"深圳市美团买菜","美团买菜(西丽站)","南山区新高路151号早安居",1,"深圳南山区"
"深圳市美团买菜","美团买菜(松福站)","广东省深圳市宝安区新和大道3号伟联大厦",1,"深圳宝安区"
"深圳市美团买菜","美团买菜店","广东省深圳市龙华区福城街道万悦城麦当劳旁美团买菜店",1,"深圳龙华区"
"深圳市美团买菜","美团买菜","西乡大道233号",1,NA
"深圳市美团买菜","美团买菜","永和路68号",1,NA
"深圳市美团买菜","美团买菜(民治站)","龙华区民康路292号品客小镇青创城",1,"深圳龙华区"
"深圳市美团买菜","美团买菜","宝龙街道南约社区高科大道56号万达产业园2号厂房1-1",1,"揭阳产业园"
"深圳市美团买菜","美团买菜","深圳市宝安区西乡大道与兴业路交叉路口东南侧(宝和苑)",1,"深圳宝安区"
"深圳市美团买菜","美团买菜","深圳市龙华区华宁路与华荣路交叉路口往东约200米(嘉义源科技园)",1,"深圳龙华区"
"深圳市美团买菜","美团买菜","深圳市福田区梅林路与凯丰路交叉路口东北侧(中国石化西侧)",1,"深圳福田区"
"深圳市美团买菜","美团买菜","梅河街道梅河社区梅星路5-6号",1,NA
"深圳市美团买菜","美团买菜","石岩街道金台路7号",1,NA
"深圳市美团买菜","美团买菜","广东省深圳市坪山区深汕路55附近",1,"深圳坪山区"
"深圳市美团买菜","美团买菜","广东省深圳市龙岗区黄金南路",1,"深圳龙岗区"
"深圳市美团买菜","美团买菜","深圳市福田区上沙商业大街(森达楼东南侧)",1,"深圳福田区"
"深圳市美团买菜","美团买菜","深圳市南山区南头街与前海路交叉路口往东约50米(涌下村西北侧)",1,"深圳南山区"
"深圳市美团买菜","美团买菜","广东省深圳市福田区海虹道23附近",1,"深圳福田区"
"深圳市美团买菜","美团买菜","布吉街道罗岗社区信义荔景御园E区3栋A座1楼",1,NA
"深圳市美团买菜","美团买菜","横岗街道六约社区深竹路D1号星展创意园D栋1001-1002号",1,NA
"深圳市美团买菜","美团买菜","深圳市宝安区新和大道与福和路交叉路口往西北约50米(伟联大厦)",1,"深圳宝安区"
"深圳市美团买菜","美团买菜","坑梓街道黄金海岸广场一层",1,NA
"深圳市美团买菜","美团买菜","南湖路2017-12号",1,NA
"深圳市美团买菜","美团买菜","深圳市龙岗区翔鸽路与南环路交叉路口往北约150米(深圳布吉华润万象汇)",1,"深圳龙岗区"
"深圳市美团买菜","美团买菜","黄贝岭罗沙路沿河北路辅路(银丰大厦一楼)",1,NA
"深圳市美团买菜","美团买菜","广东省深圳市盐田区沙深路37-5号",1,"深圳盐田区"
"深圳市美团买菜","美团买菜","公明街道上村社区仙庄路12号一层102-103室",1,NA
"深圳市美团买菜","美团买菜","深圳市宝安区上寮工业路与上北五路交叉路口西南侧(沙井上南市场南侧)",1,"深圳宝安区"
"深圳市美团买菜","美团买菜","广东省深圳市宝安区新安六路1005南60米",1,"深圳宝安区"
"深圳市美团买菜","美团买菜门店","广东省深圳市龙华区民治街道皇嘉梅陇公馆b栋美团买菜门店",1,"深圳龙华区"
"深圳市美团买菜","美团买菜","深圳市福田区深南中路与华富路交叉路口南侧(福田大厦)",1,"深圳福田区"
"深圳市美团买菜","美团买菜","布龙路18号中百饰创意文化设计园2002",1,NA
"深圳市美团买菜","美团买菜","广东省深圳市福田区农林路51号附近",1,"深圳福田区"
"深圳市美团买菜","美团买菜","深圳市龙岗区",1,"深圳龙岗区"
"深圳市美团买菜","美团买菜","深圳市龙岗区红棉路(港华高科技园东南侧约50米)",1,"深圳龙岗区"
"深圳市美团买菜","美团买菜","深圳市南山区兴海大道(荔山工业园)",1,"深圳南山区"
"深圳市美团买菜","美团买菜门店","广东省深圳市南山区南园枫叶公寓b座",1,"深圳南山区"
"深圳市美团买菜","美团买菜","新华路南59号",1,NA
"深圳市美团买菜","美团买菜","深圳市龙岗区Ｙ２０５(广弘中心)",1,"深圳龙岗区"
"深圳市美团买菜","美团买菜","广东省深圳市南山区香山东街1号北90米",1,"深圳南山区"
"深圳市美团买菜","美团买菜","深圳市南山区龙井路与高发科技园一路交叉路口往北约150米(龙井村)",1,"深圳南山区"
"深圳市美团买菜","美团买菜","广东省深圳市南山区南商路56号附近",1,"深圳南山区"
"深圳市美团买菜","美团买菜","广东省深圳市罗湖区沿河南路1116号附近",1,"深圳罗湖区"
"深圳市美团买菜","美团买菜","深圳市宝安区",1,"深圳宝安区"
"深圳市美团买菜","美团站点","广东省深圳市南山区南新路2071大陆庄园顺景阁B005",1,"深圳南山区"
"深圳市美团买菜","美团买菜","深圳市南山区西丽路(丽苑村北侧)",1,"深圳南山区"
"深圳市美团买菜","美团专送","广东省深圳市龙岗区岭背东10巷2号1楼",1,"深圳龙岗区"
"深圳市美团买菜","美团专送","广东省深圳市福田区下沙街8坊81号",1,"深圳福田区"
"深圳市美团买菜","美团专送(君子布站)","广东省深圳市龙华区观平路谷龙湖二村16号楼1楼",1,"深圳龙华区"
"深圳市美团买菜","美团外卖(西乡站)","广东省深圳市宝安区宝源二区248号一楼广东省深圳市宝安区商业街29号",1,"深圳宝安区"
"深圳市美团买菜","美团(深圳宝安仓)","广东省深圳市宝安区南环路305",1,"深圳宝安区"
"深圳市美团买菜","美团专送","广东省深圳市龙华区景龙建设路",1,"深圳龙华区"
"深圳市美团买菜","美团外卖公明站","广东省深圳市光明区静宁路63",1,"深圳光明区"
"深圳市美团买菜","美团专送(捷径西乡站)","广东省深圳市宝安区宝安大道4001-51",1,"深圳宝安区"
"深圳市美团买菜","美团外卖(龙华大道店)","广东省深圳市龙华区民德路",1,"深圳龙华区"
"深圳市美团买菜","美团外卖专送站点","广东省深圳市宝安区怡园路3001",1,"深圳宝安区"
"深圳市叮咚买菜","叮咚买菜","广东省深圳市罗湖区莲塘街道聚宝路175号叮咚买菜",1,"深圳罗湖区"
"深圳市叮咚买菜","叮咚买菜(梅林店)","广东省深圳市福田区梅林街道上梅林梅林路133-18号",1,"深圳福田区"
"深圳市叮咚买菜","叮咚买菜(八卦岭站)","广东省深圳市福田区八卦食街八卦五街6号",1,"深圳福田区"
"深圳市叮咚买菜","叮咚买菜","广东省深圳市罗湖区宝岗路269号",1,"深圳罗湖区"
"深圳市叮咚买菜","叮咚买菜站点","广东省深圳市马田街道马山头长乐街48号马山头1号广场叮咚买菜店",1,NA
"深圳市叮咚买菜","叮咚买菜门店","广东省深圳市龙岗区龙岗街道同乐新亚洲家具材料新星路6号叮咚买菜门店",1,"深圳龙岗区"
"深圳市叮咚买菜","叮咚买菜","广东省深圳市龙岗区龙平东路285",1,"深圳龙岗区"
"深圳市叮咚买菜","叮咚买菜","深圳市宝安区共和工业路与银田工业路交叉路口北侧(银田创意园东北侧)",1,"深圳宝安区"
"深圳市叮咚买菜","叮咚买菜","广东省深圳市龙岗区白灰尾1176淇腾综合楼叮咚买菜",1,"深圳龙岗区"
"深圳市叮咚买菜","叮咚买菜","西乡街道广东深圳市宝安区西乡碧海中心区海城路与宝源路交汇处东南角坪洲小学旁广兴源圣拿威湾美花园9栋",1,"深圳宝安区"
"深圳市叮咚买菜","叮咚买菜门店","广东省深圳市南山区桃源街道龙珠大道159号龙辉花园19栋",1,"深圳南山区"
"深圳市叮咚买菜","叮咚买菜","光明区田湾路97号百思富创客",1,"深圳光明区"
"深圳市叮咚买菜","叮咚买菜","深圳市宝安区金台路(伟建科技南侧)",1,"深圳宝安区"
"深圳市叮咚买菜","叮咚买菜","枫叶大厦B座111A",1,NA
"深圳市叮咚买菜","叮咚买菜","深圳市南山区南新路与丁头北巷交叉路口西北侧(仓前锦福苑-南苑)",1,"深圳南山区"
"深圳市叮咚买菜","叮咚买菜","深圳市龙岗区冲之大道与隆平路交叉路口往东南约50米(新天下工业城)",1,"深圳龙岗区"
"深圳市叮咚买菜","叮咚买菜","沙河西路16号A栋1层106",1,NA
"深圳市叮咚买菜","叮咚买菜","深圳市宝安区宝安大道与鞍山五路交叉路口往北约150米(雅居园)",1,"深圳宝安区"
"深圳市叮咚买菜","叮咚买菜(公明站)","广东省深圳市光明区民生路86号研创谷3栋一楼",1,"深圳光明区"
"深圳市叮咚买菜","叮咚买菜","广东省深圳市龙华区电站路51",1,"深圳龙华区"
"深圳市叮咚买菜","叮咚买菜","广东省深圳市龙华区美澜路",1,"深圳龙华区"
"深圳市叮咚买菜","叮咚买菜","广东省深圳市宝安区甲岸路18号宝安安乐科技创新园",1,"深圳宝安区"
"深圳市叮咚买菜","叮咚买菜(水径店)","广东省深圳市龙岗区三联大道2号",1,"深圳龙岗区"
"深圳市叮咚买菜","叮咚买菜","广东省深圳市罗湖区沿河南路1120-1",1,"深圳罗湖区"
"深圳市叮咚买菜","叮咚买菜","百花三街老虚村太子工业大厦",1,NA
"深圳市叮咚买菜","叮咚买菜","深圳市福田区凯丰路与梅林路交叉路口西北侧(深圳市公安局出入境管理处梅林自助服务大厅东侧约50米)",1,"深圳福田区"
"深圳市叮咚买菜","叮咚买菜","金田路4028号荣超经贸中心40楼",1,NA
"深圳市叮咚买菜","叮咚买菜","广东省深圳市南山区登良路12-7号后海综合楼首层A09号",1,"深圳南山区"
"深圳市叮咚买菜","叮咚买菜门店","广东省深圳市龙岗区横岗街道新塘坑88工业区叮咚买菜门店",1,"深圳龙岗区"
"深圳市叮咚买菜","叮咚买菜","广东省深圳市南山区后海大道21号",1,"深圳南山区"
"深圳市叮咚买菜","叮咚买菜","深圳市宝安区宝源路与碧湾路交叉路口西侧(海滨科技大厦)",1,"深圳宝安区"
"深圳市叮咚买菜","叮咚买菜","深圳市宝安区福永大道与白石厦大道东交叉路口往南约50米(宝利来国际大酒店)",1,"深圳宝安区"
"深圳市叮咚买菜","叮咚买菜门店","广东深圳市宝安区航城街道西部硅谷c座叮咚买菜门店",1,"深圳宝安区"
"深圳市叮咚买菜","叮咚买菜仓","广东省深圳市南山区粤海街道琼宇路51大厦叮咚买菜仓",1,"深圳南山区"
"深圳市叮咚买菜","叮咚买菜","坪山区振环路1号京基御景印象四期4-1-48",1,"深圳坪山区"
"深圳市叮咚买菜","叮咚买菜","深圳市宝安区和旺二路与沙井西环路交叉路口西南侧(九九工业区)",1,"深圳宝安区"
"深圳市叮咚买菜","叮咚买菜","宝安区沙井街道新沙路金禧商务宾馆533号叮咚买菜",1,"深圳宝安区"
"深圳市叮咚买菜","叮咚买菜宝华站","广东省深圳市龙华区龙华街道龙发路424-5宝华工业区16栋叮咚买菜宝华站",1,"深圳龙华区"
"深圳市叮咚买菜","叮咚买菜","深圳市福田区建业三街与京港澳高速交叉路口往东约200米",1,"深圳福田区"
"深圳市叮咚买菜","叮咚买菜","深圳市龙岗区联光路与布龙路交叉路口西北侧(深圳金民安商务酒店)",1,"深圳龙岗区"
"深圳市叮咚买菜","叮咚买菜","广东省深圳市罗湖区文锦中路2105号附近",1,"深圳罗湖区"
"深圳市叮咚买菜","叮咚买菜","深圳市坪山区新强路(培英学校南侧约50米)",1,"深圳坪山区"
"深圳市叮咚买菜","叮咚买菜站点","广东省深圳市宝安区沙井街道后亭社区新宝益工贸大厦a栋",1,"深圳宝安区"
"深圳市叮咚买菜","叮咚买菜(香蜜湖店)","广东省深圳市福田区香梅路1040",1,"深圳福田区"
"深圳市叮咚买菜","叮咚买菜","深圳市宝安区新安四路一巷与布玉街交叉路口西北侧(陆兴小学东北侧)",1,"深圳宝安区"
"深圳市叮咚买菜","叮咚买菜","深圳市南山区南头街与前海路交叉路口往东北约150米(吉祥花园西北侧)",1,"深圳南山区"
"深圳市叮咚买菜","叮咚买菜","广东省深圳市宝安区塘坊花园一巷19号附近",1,"深圳宝安区"
"深圳市叮咚买菜","叮咚买菜龙山站","南湾街道三角街4号乌托邦1楼101-103",1,"中山三角镇"
"深圳市叮咚买菜","叮咚买菜","广东省深圳市福田区华富街道设计之都10号设计楼",1,"深圳福田区"
"深圳市叮咚买菜","叮咚买菜","深圳市福田区红荔路与工发路交叉路口东侧(上步工业区)",1,"深圳福田区"
"深圳市叮咚买菜","叮咚买菜","深圳市龙华区观盛二路(益鹏工业区)",1,"深圳龙华区"
"深圳市叮咚买菜","叮咚买菜","深圳市宝安区宝民一路与兴华二路交叉路口往东南约50米(华丰甲岸商务中心)",1,"深圳宝安区"
"深圳市叮咚买菜","叮咚买菜","广东省深圳市宝安区蚝业路4-5附近",1,"深圳宝安区"
"深圳市叮咚买菜","叮咚买菜","广东省深圳市龙岗区平龙西路75号附近",1,"深圳龙岗区"
"深圳市叮咚买菜","叮咚买菜","广东省深圳市龙岗区雪浩路",1,"深圳龙岗区"
"深圳市叮咚买菜","叮咚买菜","深圳市宝安区高业七路与航城工业区４号路交叉路口往西南约50米(深圳市展丰实业有限公司工业园西南侧)",1,"深圳宝安区"
"深圳市叮咚买菜","叮咚买菜","广东省深圳市盐田区永安路45号东南90米",1,"深圳盐田区"
"深圳市叮咚买菜","叮咚买菜店","广东省深圳市南山区民企科技园2栋叮咚买菜店",1,"深圳南山区"
"深圳市叮咚买菜","叮咚买菜","深圳市宝安区兴业路与银田路交叉路口往西约50米(玉湖湾)",1,"深圳宝安区"
"深圳市叮咚买菜","叮咚买菜","深圳市宝安区松白路(宏高工业园)",1,"深圳宝安区"
"深圳市叮咚买菜","叮咚买菜","广东省深圳市龙岗区联光路",1,"深圳龙岗区"
"深圳市叮咚买菜","叮咚买菜","深圳市宝安区凤凰兴业一路与凤业一路交叉路口北侧(凤凰第一工业区西侧)",1,"深圳宝安区"
"深圳市叮咚买菜","叮咚买菜","广东省深圳市南山区沙河东路118-4附近",1,"深圳南山区"
"深圳市叮咚买菜","叮咚买菜","广东省深圳市龙岗区布吉街道京南路2号泉森红木棉创意园4栋101叮咚买菜",1,"深圳龙岗区"
"深圳市叮咚买菜","叮咚买菜","深圳市宝安区",1,"深圳宝安区"
"深圳市叮咚买菜","叮咚买菜店里","广东省深圳市光明区光明广场叮咚买菜店里",1,"深圳光明区"
"深圳市叮咚买菜","叮咚买菜","深圳市南山区月亮湾大道(汉京确悦)",1,"深圳南山区"
"深圳市叮咚买菜","叮咚买菜","广东省深圳市龙华区观澜街道惠民一路32号概念空间",1,"深圳龙华区"
"深圳市叮咚买菜","叮咚买菜(平湖站)","广东省深圳市龙岗区宏泰街2号",1,"深圳龙岗区"
"深圳市叮咚买菜","叮咚买菜","广东省深圳市坪山区协利街1北60米",1,"深圳坪山区"
"深圳市叮咚买菜","叮咚买菜","广东省深圳市宝安区固戍一路91号附近",1,"深圳宝安区"
"深圳市叮咚买菜","叮咚买","深圳市龙岗区平湖街道良白路169号叮咚买",1,"深圳龙岗区"
"深圳市叮咚买菜","叮咚货架","广东省深圳市龙华区鸿光路壹成中心一区一b栋叮咚货架",1,"深圳龙华区"
"深圳市叮咚买菜","叮咚水业","宝安区福海社区塘尾十三区十四巷3-4号",1,"深圳宝安区"
"佛山市盒马鲜生","盒马鲜生(恒福国际店)","佛山市禅城区季华六路11号恒福GOGOPARK购物中心F1",1,"佛山禅城区"
"佛山市美团买菜","美团专送","佛山市禅城区兆祥路92号",1,"佛山禅城区"
"佛山市美团买菜","美团专送","广东省佛山市顺德区漕渔新村东一街",1,"佛山顺德区"
"佛山市美团买菜","美团专送","佛山市禅城区",1,"佛山禅城区"
"佛山市美团买菜","美团专送","广东省佛山市顺德区泰宁路",1,"佛山顺德区"
"佛山市美团买菜","美团专送","佛山市禅城区张槎西路与宝丽路交叉路口往东北约100米(村头平阳工业园南侧约50米)",1,"佛山禅城区"
"佛山市美团买菜","美团外卖(宝华街店)",NA,1,NA
"佛山市美团买菜","美团专送","广东省佛山市禅城区大观街26附近",1,"佛山禅城区"
"佛山市美团买菜","美团专送","广东省佛山市禅城区松江大路15东北90米",1,"佛山禅城区"
"佛山市美团买菜","美团专送","广东省佛山市禅城区河南西街29~30号附近",1,"佛山禅城区"
"佛山市美团买菜","美团专送","佛山市禅城区墟口大街与杏市大道交叉路口往北约150米",1,"佛山禅城区"
"佛山市美团买菜","美团专送","圩岗路与大沙路交叉口北50米",1,NA
"佛山市美团买菜","美团专送","广东省佛山市禅城区普君北路91号-之1铺附近",1,"佛山禅城区"
"佛山市美团买菜","美团优选","佛山市顺德区高村工业区三路与林上南路交叉路口往西南约50米(高村工业区)",1,"佛山顺德区"
"佛山市美团买菜","美团配送","佛山市禅城区金澜南路(东江龙酒店东北侧)",1,"佛山禅城区"
"佛山市美团买菜","美团站点","佛山市三水区乐平大道与盘乐路交叉路口往西约50米(乐平中学西南侧约50米)",1,"佛山三水区"
"佛山市美团买菜","佛山美团站","广东佛山市禅城区祖庙街道永丰大厦",1,"佛山禅城区"
"佛山市美团买菜","美团站点","佛山市顺德区德兴街与荔南路交叉路口往西约100米(乐从镇黎时松柏大学西侧)",1,"佛山顺德区"
"佛山市美团买菜","美团外卖(康宁二路店)","广东省佛山市南海区启明路13号",1,"佛山南海区"
"佛山市美团买菜","北蛎劳耪镜","广东省佛山市顺德区大园路52号",1,"佛山顺德区"
"佛山市美团买菜","美团站点","广东省佛山市三水区",1,"佛山三水区"
"佛山市美团买菜","美团专送","广东省佛山市顺德区水藤大路72号",1,"佛山顺德区"
"佛山市美团买菜","美团优选(狮山园区)","广东省佛山市南海区狮山富和二路狮山海元物流商城C3栋",1,"佛山南海区"
"佛山市美团买菜","美团专送","佛山市顺德区",1,"佛山顺德区"
"佛山市美团买菜","美团优选","佛山市禅城区魁奇二路与岭南大道北交叉路口往东约100米(丽日华庭)",1,"佛山禅城区"
"佛山市美团买菜","铺美团站点","广东省佛山市南海区丽怡路",1,"佛山南海区"
"佛山市美团买菜","美团专送","佛山市南海区忠义村大街与明安路交叉路口往南约150米(昌大公寓)",1,"佛山南海区"
"佛山市美团买菜","美团专送","佛山市三水区杉山路与纵向四路交叉路口往东北约50米(金宝山宾馆西南侧约150米)",1,"佛山三水区"
"佛山市美团买菜","美团站点","广东省佛山市禅城区河南西街29-～30号",1,"佛山禅城区"
"佛山市美团买菜","美团站点","南海区大沥镇黄岐白沙村兴龙东街6号美团站点",1,"佛山南海区"
"佛山市美团买菜","美团专送","广东省佛山市三水区广海大道中70号附近",1,"佛山三水区"
"佛山市美团买菜","美团专送","佛山市顺德区荔南路与德兴街交叉路口往西北约100米(乐从镇黎时松柏大学西侧)",1,"佛山顺德区"
"佛山市美团买菜","美团站点","广东省佛山市禅城区新虹三街15号",1,"佛山禅城区"
"佛山市美团买菜","美团站点","狮山镇北区商业广场",1,NA
"佛山市美团买菜","美团专送","广东省佛山市顺德区雁园新顺路五街",1,"佛山顺德区"
"佛山市美团买菜","美团专送","广东省佛山市顺德区文桂东路9-11东南70米",1,"佛山顺德区"
"佛山市美团买菜","美团专送","广东省佛山市禅城区人民西路15-5号附近",1,"佛山禅城区"
"佛山市美团买菜","美团外卖(大沙路店)","广东省佛山市禅城区大沙路18号",1,"佛山禅城区"
